,last_scraped,host_name,host_since,host_location,host_response_time,host_is_superhost,host_has_profile_pic,host_identity_verified,property_type,room_type,bathrooms_text,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,Unnamed: 0,id,host_id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1938,2024-09-18,Foster,2020-01-27,"New York, NY",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2021-11-25,2024-09-13,STR-571651,f,1938,53124490,331225367,1.0,1.0,123.0,127.0,2.0,1.0,1.0,1.0,299.0,1.0,1125,1.0,2.0,1125.0,1125.0,1.1,1125.0,7,19,21.0,7.0,2.0,4.82,4.92,4.92,4.92,4.98,77.0,0.0,0.0,5.36
1939,2024-09-18,Foster,2020-01-27,"New York, NY",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2021-12-25,2024-09-13,STR-571657,f,1939,53125115,331225367,1.0,1.0,123.0,127.0,2.0,1.0,1.0,1.0,353.0,1.0,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0,19,32,21.0,41.0,0.3,4.88,4.9,4.85,4.94,4.99,77.0,0.0,0.0,4.89
1940,2024-09-18,Foster,2020-01-27,"New York, NY",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2021-11-19,2024-09-10,STR-531165,f,1940,53126503,331225367,1.0,1.0,123.0,127.0,2.0,1.0,0.0,1.0,349.0,1.0,1125,1.0,3.0,1125.0,1125.0,1.8,1125.0,20,76,21.0,7.0,0.3,4.88,4.91,4.89,4.94,4.94,77.0,0.0,0.0,4.67
1941,2024-09-18,Foster,2020-01-27,"New York, NY",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2023-11-19,2024-09-11,Exempt: This listing is a unit that has contracts with hospitals,f,1941,53131245,331225367,1.0,1.0,123.0,127.0,2.0,1.0,0.0,1.0,278.0,1.0,365,1.0,2.0,365.0,365.0,1.3,365.0,10,32,27.0,27.0,0.3,4.85,4.89,4.74,4.96,5.0,77.0,0.0,0.0,2.66
1942,2024-09-18,Healing Homes,2020-12-31,"Boston, MA",within an hour,f,t,t,Entire serviced apartment,Entire home/apt,1 bath,t,2024-09-18,2021-12-01,2024-08-18,STR-466813,f,1942,53146859,382451810,1.0,1.0,72.0,77.0,2.0,1.0,1.0,1.0,329.0,1.0,180,1.0,4.0,180.0,180.0,3.0,180.0,15,75,118.0,27.0,0.0,4.7,4.75,4.75,4.76,4.81,72.0,0.0,0.0,3.46
1943,2024-09-18,Steven,2019-07-13,"Boston, MA",within an hour,f,t,t,Entire serviced apartment,Entire home/apt,2 baths,t,2024-09-18,2021-11-28,2024-09-15,STR-461814,f,1943,53148483,275849638,1.0,1.0,71.0,74.0,2.8,1.1,1.2,1.3,208.5,3.0,180,1.0,4.0,180.0,180.0,3.0,180.0,1,47,21.0,7.0,0.3,4.78,4.87,4.92,4.81,4.81,71.0,0.0,0.0,4.85
1944,2024-09-18,Rebecca,2021-11-04,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2022-01-05,2024-09-07,STR-545041,f,1944,53174170,430457779,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,69.0,3.0,31,3.0,3.0,31.0,31.0,3.0,31.0,5,51,77.0,35.0,0.3,4.78,4.86,4.87,4.84,4.39,1.0,0.0,0.0,2.34
1945,2024-09-18,Blueground,2016-12-16,"New York, NY",within an hour,f,t,t,Entire rental unit,Entire home/apt,2 baths,t,2024-09-18,2023-08-05,2023-08-05,STR-418682,t,1945,53179806,107434423,1.0,0.96,28.3,42.2,4.0,1.1,2.0,2.0,346.0,32.0,1125,31.0,28.6,1125.0,1125.0,34.8,1125.0,0,0,1.0,0.0,0.0,4.8,4.8,4.8,4.9,4.8,12.8,0.0,0.0,0.07
1946,2024-09-18,Kensley,2015-08-16,"New York, NY",a few days or more,f,t,t,Private room in rental unit,Private room,2 shared baths,t,2024-09-18,2023-08-05,2023-08-05,STR-418682,f,1946,53184370,41645684,1.0,1.0,2.0,3.0,4.0,1.1,1.0,1.0,72.0,14.2,365,13.3,91.0,365.0,365.0,15.0,365.0,30,90,0.0,0.0,0.0,4.8,4.8,4.8,4.9,4.8,0.0,2.0,0.0,1.66
1947,2024-09-18,Eelam,2015-11-27,"Boston, MA",within an hour,t,t,t,Entire home,Entire home/apt,3.5 baths,t,2024-09-18,2022-03-30,2024-09-03,STR-418682,f,1947,53185790,49996671,1.0,1.0,1.0,1.0,2.8,1.1,1.2,1.3,208.5,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,8,57,50.0,14.0,1.0,4.98,4.94,4.98,5.0,4.9,1.0,0.0,0.0,1.66
1948,2024-09-18,Lixia,2016-12-26,"Boston, MA",within an hour,t,t,f,Private room in home,Private room,3 shared baths,t,2024-09-18,2021-11-30,2024-09-14,STR-530798,t,1948,53195225,108560094,1.0,1.0,4.0,7.0,1.0,1.1,1.0,1.0,51.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,4,20,106.0,12.0,0.3,4.98,4.97,5.0,4.97,4.86,0.0,3.0,0.0,3.11
1949,2024-09-18,Justin,2016-08-09,"Massachusetts, United States",within an hour,t,t,f,Private room in home,Private room,3 shared baths,t,2024-09-18,2021-11-16,2024-09-15,STR-530798,t,1949,53195495,88938229,1.0,1.0,4.0,8.0,1.0,1.1,1.0,1.0,52.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,7,27,21.0,7.0,0.3,4.92,4.95,4.97,4.96,4.74,0.0,1.0,0.0,5.72
1950,2024-09-18,Lixia,2016-12-26,"Massachusetts, United States",within an hour,t,t,f,Private room in home,Private room,3 shared baths,t,2024-09-18,2021-12-31,2023-03-26,STR-530798,t,1950,53203873,108560094,1.0,1.0,4.0,7.0,1.0,1.2,1.0,1.0,213.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,49.0,0.0,0.0,4.9,4.98,4.98,5.0,4.8,0.0,3.0,0.0,1.48
1951,2024-09-18,Marie,2015-05-03,"Boston, MA",within a few hours,t,t,t,Private room in bed and breakfast,Private room,1 shared bath,t,2024-09-18,2022-05-25,2022-05-25,STR-447997,f,1951,53233645,32532791,1.0,0.76,8.0,18.0,2.0,1.2,1.0,1.0,213.0,3.0,7,3.0,3.0,7.0,7.0,3.0,7.0,0,1,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,0.0,0.04
1952,2024-09-18,Sophia,2019-09-25,"Boston, MA",within an hour,f,t,t,Private room in rental unit,Private room,0 shared baths,t,2024-09-18,2022-05-25,2022-05-25,STR-445805,f,1952,53255407,297860058,1.0,0.94,28.3,42.2,1.0,1.1,1.2,1.0,52.0,14.2,106,13.3,91.0,106.0,106.0,15.0,106.0,0,48,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,0.8,0.0,5.68
1953,2024-09-18,Izzy,2011-11-14,"Boston, MA",within an hour,f,t,t,Private room in home,Private room,1.5 shared baths,t,2024-09-18,2021-12-25,2024-08-18,STR-445805,f,1953,53260512,1407005,1.0,0.98,4.0,14.0,2.0,1.5,1.0,1.0,97.0,1.0,29,1.0,1.0,1125.0,1125.0,1.0,1125.0,7,13,21.0,7.0,0.0,4.21,4.39,4.24,4.77,4.52,0.0,3.0,0.0,5.68
1954,2024-09-18,Adam,2017-12-23,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,2 baths,t,2024-09-18,2023-09-17,2023-09-17,STR-466119,f,1954,53262933,163848078,1.0,0.76,92.0,142.0,5.0,1.1,2.0,3.0,208.5,29.0,365,4.0,29.0,365.0,365.0,28.9,365.0,30,90,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,53.0,0.0,0.0,0.08
1955,2024-09-18,Blueground,2016-12-16,"New York, NY",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2023-09-17,2023-09-17,STR-461034,t,1955,53307896,107434423,1.0,0.96,28.3,42.2,2.0,1.2,1.0,1.0,213.0,32.0,1125,31.0,28.6,1125.0,1125.0,36.2,1125.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,12.8,0.0,0.0,1.68
1956,2024-09-18,Blueground,2016-12-16,"New York, NY",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2023-09-17,2023-09-17,STR-461034,t,1956,53307955,107434423,1.0,0.96,28.3,42.2,2.0,1.0,1.0,1.0,281.0,32.0,1125,31.0,28.6,1125.0,1125.0,37.6,1125.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,12.8,0.0,0.0,1.68
1957,2024-09-18,Priyanka,2021-10-24,"New York, NY",within an hour,t,t,t,Entire condo,Entire home/apt,2 baths,t,2024-09-18,2021-12-05,2024-09-03,STR-461034,f,1957,53321922,428724673,1.0,0.99,7.0,7.0,6.0,1.1,3.0,1.3,274.0,3.0,365,2.0,3.0,1125.0,1125.0,3.0,1125.0,2,51,57.0,19.0,0.3,4.65,4.75,4.86,4.86,4.65,5.0,0.0,0.0,1.68
1958,2024-09-18,Priyanka,2021-10-24,"New York, NY",within an hour,t,t,t,Entire condo,Entire home/apt,1.5 baths,t,2024-09-18,2022-06-11,2024-08-04,STR-461034,f,1958,53357953,428724673,1.0,0.99,7.0,7.0,6.0,1.5,3.0,1.3,263.0,1.0,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,9,59,55.0,15.0,0.0,4.84,4.89,5.0,4.95,4.69,5.0,0.0,0.0,1.99
1959,2024-09-18,Izzy,2011-11-14,"Boston, MA",within an hour,f,t,t,Private room in home,Private room,1.5 shared baths,t,2024-09-18,2021-12-12,2024-09-01,STR-445805,f,1959,53358922,1407005,1.0,0.98,4.0,14.0,2.0,1.5,1.0,1.0,99.0,1.0,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,9,14,21.0,7.0,0.3,4.43,4.57,4.51,4.75,4.63,0.0,3.0,0.0,4.86
1960,2024-09-18,Katherine,2015-10-03,"Boston, MA",within an hour,t,t,t,Entire townhouse,Entire home/apt,5 baths,t,2024-09-18,2022-03-30,2024-09-17,STR-460986,f,1960,53394270,45651169,1.0,0.97,1.0,4.0,6.0,1.1,1.2,1.3,208.5,4.0,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,18,45.0,17.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,1.49
1961,2024-09-18,Blueground,2016-12-16,"New York, NY",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2023-03-13,2023-03-13,Exempt: This listing is a hotel or motel,f,1961,53428804,107434423,1.0,0.96,28.3,42.2,2.0,1.0,1.0,1.0,285.0,32.0,1125,31.0,28.6,1125.0,1125.0,35.8,1125.0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,12.8,0.0,0.0,0.05
1962,2024-09-18,Boston,2021-07-16,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2021-11-27,2024-09-16,Exempt: This listing is a hotel or motel,t,1962,53462366,413242892,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,362.0,1.0,365,1.0,1.0,365.0,1125.0,1.0,719.7,0,0,21.0,7.0,0.3,4.8,4.82,4.94,4.9,4.86,2.0,0.0,0.0,1.6
1963,2024-09-18,Philip,2018-05-07,"Boston, MA",within an hour,t,t,f,Entire home,Entire home/apt,1.5 baths,t,2024-09-18,2022-07-02,2024-07-22,STR-434812,f,1963,53463603,188309953,1.0,0.99,2.0,2.0,6.0,1.5,2.0,1.3,300.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,18,78,115.0,7.0,0.0,4.87,4.89,4.89,4.97,4.43,2.0,0.0,0.0,4.26
1964,2024-09-18,Blueground,2016-12-16,"New York, NY",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2022-08-27,2022-08-27,STR-460774,f,1964,53471426,107434423,1.0,0.96,28.3,42.2,2.0,1.0,1.0,1.0,288.0,32.0,1125,31.0,28.6,1125.0,1125.0,37.1,1125.0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,12.8,0.0,0.0,0.04
1965,2024-09-18,Lance,2010-01-19,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2022-05-01,2024-08-09,STR-460774,f,1965,53477851,71783,1.0,0.98,30.0,68.0,4.0,1.0,2.0,1.3,135.0,30.0,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,41,5.0,2.0,0.0,4.8,4.8,4.8,4.9,4.8,14.0,0.8,0.0,0.17
1966,2024-09-18,Liya,2020-10-28,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2022-04-16,2024-07-24,STR-460774,f,1966,53482062,373675137,1.0,0.97,161.0,287.0,3.0,1.0,1.0,3.0,135.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,0,0,7.0,4.0,0.0,4.57,4.29,4.71,4.86,4.71,49.0,0.0,0.0,0.24
1967,2024-09-18,Lisa,2017-06-30,"Quincy, MA",within a day,t,t,t,Entire home,Entire home/apt,3 baths,t,2024-09-18,2021-12-05,2024-09-02,STR-460774,f,1967,53508014,137810727,1.0,0.85,4.0,6.0,2.8,1.1,1.2,1.3,280.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,9,44,21.0,7.0,0.3,4.72,4.89,4.75,4.97,4.42,1.0,0.0,0.0,4.18
1968,2024-09-18,David,2021-11-24,"Boston, MA",within a day,f,t,f,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2022-01-03,2022-07-17,STR-520523,f,1968,53511250,433310778,1.0,0.9,1.0,1.0,4.0,1.2,2.0,1.0,213.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,5,40,7.0,0.0,0.0,4.86,5.0,4.86,4.86,4.86,1.0,0.0,0.0,0.21
1969,2024-09-18,Foster,2020-01-27,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2021-12-12,2024-09-11,str-561975,t,1969,53512907,331225367,1.0,1.0,123.0,127.0,2.0,1.0,0.0,1.0,195.0,1.0,1125,1.0,4.0,1125.0,1125.0,1.1,1125.0,4,53,114.0,38.0,0.3,4.78,4.88,4.88,4.93,4.96,77.0,0.0,0.0,3.38
1970,2024-09-18,Dan,2017-11-15,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2021-12-26,2022-10-28,Str-001675,f,1970,53513507,158837906,1.0,1.0,20.0,24.0,3.0,1.0,1.0,1.0,299.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,6,22,9.0,0.0,0.0,4.56,4.67,4.44,4.9,5.0,10.0,0.0,0.0,0.27
1971,2024-09-18,Blueground,2016-12-16,"New York, NY",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2021-12-26,2022-10-28,STR-545354,t,1971,53541620,107434423,1.0,0.96,28.3,42.2,2.0,1.0,1.0,1.0,286.0,32.0,1125,31.0,28.6,1125.0,1125.0,34.8,1125.0,0,0,0.0,0.0,0.0,4.56,4.67,4.44,4.9,5.0,12.8,0.0,0.0,0.33
1972,2024-09-18,Blanca,2021-11-27,"New York, NY",within an hour,t,t,t,Private room in rental unit,Private room,1 private bath,t,2024-09-18,2022-12-20,2024-06-07,STR-545354,f,1972,53555832,433688210,1.0,0.93,3.0,3.0,1.0,1.0,1.0,1.0,65.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,0,0,7.0,2.0,0.0,5.0,5.0,5.0,5.0,4.86,0.0,3.0,0.0,0.33
1973,2024-09-18,Christopher,2015-03-12,"Boston, MA",within an hour,f,t,f,Entire condo,Entire home/apt,1 bath,t,2024-09-18,2023-12-31,2024-06-09,STR-545354,f,1973,53558400,29241680,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,231.0,2.0,365,2.0,3.0,1125.0,1125.0,2.3,1125.0,6,6,7.0,7.0,0.0,5.0,5.0,4.71,5.0,4.86,1.0,0.0,0.0,0.8
1974,2024-09-18,Katherine,2021-11-28,"Boston, MA",within a day,t,t,f,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2022-04-12,2024-09-09,STR-546622,f,1974,53572353,433846126,1.0,0.93,1.0,1.0,2.8,1.0,1.2,1.3,296.0,3.0,90,1.0,3.0,90.0,90.0,3.0,90.0,8,46,93.0,25.0,2.0,4.88,4.89,4.83,4.91,4.77,1.0,0.0,0.0,3.13
1975,2024-09-18,V,2021-11-03,"Boston, MA",within a day,f,f,t,Private room in bed and breakfast,Private room,1 bath,t,2024-09-18,2024-07-01,2024-07-31,STR-545899,f,1975,53574233,430192128,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,66.0,29.0,152,29.0,29.0,152.0,152.0,29.0,152.0,2,49,2.0,2.0,0.0,5.0,4.8,4.5,5.0,5.0,0.0,3.0,0.0,0.75
1976,2024-09-18,V,2021-11-03,"Boston, MA",within a day,f,f,t,Private room in bed and breakfast,Private room,1 shared bath,t,2024-09-18,2024-02-01,2024-02-01,STR-545899,f,1976,53574243,430192128,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,36.0,29.0,130,29.0,29.0,130.0,130.0,29.0,130.0,29,33,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0,0.0,0.13
1977,2024-09-18,Blueground,2016-12-16,"New York, NY",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2023-11-06,2023-11-06,STR-545899,t,1977,53602315,107434423,1.0,0.96,28.3,42.2,2.0,1.0,0.0,1.0,251.0,32.0,1125,31.0,28.6,1125.0,1125.0,34.8,1125.0,0,33,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,12.8,0.0,0.0,0.09
1978,2024-09-18,John,2016-05-02,"New York, NY",within an hour,f,t,t,Private room in home,Private room,1 shared bath,t,2024-09-18,2022-10-26,2024-09-16,STR-545899,t,1978,53628586,69967323,1.0,0.99,5.0,6.0,2.0,1.0,1.0,1.0,85.0,2.0,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,17,53,39.0,16.0,2.0,4.79,4.9,4.9,4.95,4.64,1.0,4.0,0.0,1.69
1979,2024-09-18,Mohammed Radi,2018-08-29,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2021-12-09,2024-06-24,STR-515555,t,1979,53631121,212359760,1.0,0.98,120.0,185.0,6.0,1.2,2.0,1.0,213.0,1.0,1125,1.0,4.0,1125.0,1125.0,3.8,1125.0,5,65,65.0,8.0,0.0,4.57,4.78,4.8,4.71,4.8,63.0,0.0,0.0,1.92
1980,2024-09-18,Mohammed Radi,2018-08-29,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2021-12-28,2024-09-02,STR-515555,t,1980,53631431,212359760,1.0,0.98,120.0,185.0,6.0,1.0,2.0,1.3,210.0,1.0,1125,1.0,4.0,1125.0,1125.0,3.8,1125.0,15,75,90.0,28.0,0.3,4.6,4.58,4.76,4.61,4.22,63.0,0.0,0.0,2.71
1981,2024-09-18,Mohammed Radi,2018-08-29,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2021-12-13,2024-09-13,STR-515555,t,1981,53631585,212359760,1.0,0.98,120.0,185.0,6.0,1.0,2.0,1.3,213.0,1.0,1125,1.0,4.0,1125.0,1125.0,3.8,1125.0,10,70,96.0,20.0,0.3,4.63,4.71,4.76,4.67,4.17,63.0,0.0,0.0,2.85
1982,2024-09-18,Irfan,2019-06-29,"Winthrop, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2022-01-03,2022-08-10,STR-460052,f,1982,53688867,272278152,1.0,0.9,1.0,3.0,4.0,1.2,2.0,1.0,213.0,29.0,365,29.0,29.0,1125.0,1125.0,29.0,1125.0,0,0,10.0,0.0,0.0,4.8,4.9,5.0,5.0,5.0,1.0,0.0,0.0,0.3
1983,2024-09-18,Blueground,2016-12-16,"New York, NY",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2022-01-03,2022-08-10,STR-537315,t,1983,53699018,107434423,1.0,0.96,28.3,42.2,2.0,1.0,1.0,1.0,281.0,32.0,1125,31.0,28.6,1125.0,1125.0,34.8,1125.0,0,0,0.0,0.0,0.0,4.8,4.9,5.0,5.0,5.0,12.8,0.0,0.0,0.04
1984,2024-09-18,Blueground,2016-12-16,"New York, NY",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2022-07-16,2022-07-16,STR-537315,t,1984,53699031,107434423,1.0,0.96,28.3,42.2,2.0,1.0,1.0,1.0,271.0,32.0,1125,31.0,28.6,1125.0,1125.0,36.3,1125.0,12,32,1.0,0.0,0.0,5.0,5.0,5.0,4.9,5.0,12.8,0.0,0.0,0.04
1985,2024-09-18,Jennifer,2012-12-09,"Boston, MA",within an hour,f,t,t,Entire home,Entire home/apt,2 baths,t,2024-09-18,2022-09-16,2024-09-01,STR-537315,f,1985,53702666,4366463,1.0,0.99,1.0,1.0,2.8,1.1,3.0,1.3,208.5,2.0,15,2.0,2.0,1125.0,1125.0,2.0,1125.0,9,43,86.0,7.0,2.0,4.97,4.94,4.99,4.98,4.99,1.0,0.0,0.0,3.51
1986,2024-09-18,Blueground,2016-12-16,"New York, NY",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2022-09-16,2024-09-01,STR-007926,t,1986,53733454,107434423,1.0,0.96,28.3,42.2,2.0,1.0,1.0,1.0,277.0,32.0,1125,31.0,28.6,1125.0,1125.0,35.8,1125.0,0,0,0.0,0.0,0.0,4.97,4.94,4.99,4.98,4.99,12.8,0.0,0.0,0.21
1987,2024-09-18,Blueground,2016-12-16,"New York, NY",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2022-09-16,2024-09-01,STR-007926,t,1987,53733834,107434423,1.0,0.96,28.3,42.2,2.0,1.0,1.0,1.0,284.0,32.0,1125,31.0,28.6,1125.0,1125.0,36.2,1125.0,0,0,0.0,0.0,0.0,4.97,4.94,4.99,4.98,4.99,12.8,0.0,0.0,0.21
1988,2024-09-18,Dan,2017-11-15,"New York, NY",within an hour,f,t,t,Entire rental unit,Entire home/apt,2 baths,t,2024-09-18,2022-05-22,2023-09-12,STR-007926,f,1988,53739617,158837906,1.0,1.0,20.0,24.0,5.0,1.1,2.0,3.0,499.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,7,23,6.0,0.0,0.0,5.0,5.0,4.83,4.83,4.83,10.0,0.0,0.0,0.21
1989,2024-09-18,Emma,2015-08-27,"Boston, MA",within a few hours,t,t,t,Entire guest suite,Entire home/apt,1 bath,t,2024-09-18,2021-12-24,2024-08-31,STR-463838,f,1989,53756737,42715907,1.0,0.91,1.0,1.0,2.0,1.0,1.0,1.0,220.0,2.0,120,2.0,2.0,120.0,120.0,2.0,120.0,3,44,63.0,13.0,1.0,4.94,4.98,4.95,4.98,4.94,1.0,0.0,0.0,1.89
1990,2024-09-18,Thuyvan,2021-08-29,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2021-12-28,2024-09-03,STR-459905,f,1990,53772385,420731690,1.0,1.0,3.0,3.0,6.0,1.2,3.0,1.0,213.0,1.0,11,1.0,2.0,11.0,11.0,1.3,11.0,19,72,69.0,14.0,2.0,4.68,4.8,4.64,4.96,4.35,2.0,0.0,0.0,2.08
1991,2024-09-18,Edmund,2018-04-12,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2021-12-18,2024-09-02,str-557152,f,1991,53775865,183914990,1.0,0.97,7.0,7.0,2.0,1.0,1.0,1.0,196.0,2.0,365,1.0,4.0,365.0,365.0,2.0,365.0,7,55,110.0,37.0,0.3,4.3,4.53,4.5,4.75,4.69,6.0,1.0,0.0,3.28
1992,2024-09-18,Edmund,2018-04-12,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2022-01-04,2024-08-27,str-557152,t,1992,53785663,183914990,1.0,0.97,7.0,7.0,2.0,1.0,1.0,2.0,203.0,2.0,365,1.0,4.0,365.0,365.0,1.4,365.0,10,50,93.0,27.0,2.0,4.4,4.44,4.63,4.75,4.8,6.0,1.0,0.0,2.82
1993,2024-09-18,Edmund,2018-04-12,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2022-02-21,2024-07-19,str-557158,t,1993,53787344,183914990,1.0,0.97,7.0,7.0,2.0,1.0,1.0,2.0,220.0,2.0,365,1.0,4.0,365.0,365.0,2.0,365.0,15,70,59.0,8.0,0.0,4.22,4.8,4.59,4.69,4.9,6.0,1.0,0.0,1.88
1994,2024-09-18,Edmund,2018-04-12,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2022-01-31,2024-09-03,str-557142,t,1994,53801849,183914990,1.0,0.97,7.0,7.0,2.0,1.0,1.0,1.0,205.0,2.0,365,1.0,4.0,365.0,365.0,2.0,365.0,15,65,66.0,20.0,0.3,4.42,4.47,4.62,4.76,4.76,6.0,1.0,0.0,2.06
1995,2024-09-18,Sophia,2019-09-25,"Boston, MA",within an hour,f,t,t,Private room in rental unit,Private room,0 shared baths,t,2024-09-18,2022-01-31,2024-09-03,STR-465066,f,1995,53807625,297860058,1.0,0.94,28.3,42.2,1.0,1.1,1.2,1.0,62.0,14.2,180,13.3,91.0,180.0,180.0,15.0,180.0,0,0,0.0,0.0,0.0,4.42,4.47,4.62,4.76,4.76,1.0,0.8,0.0,1.15
1996,2024-09-18,Sophia,2019-09-25,"Boston, MA",within an hour,f,t,t,Private room in rental unit,Private room,0 baths,t,2024-09-18,2022-01-31,2024-09-03,STR-465066,t,1996,53807942,297860058,1.0,0.94,28.3,42.2,1.0,1.1,1.2,1.0,33.0,14.2,106,13.3,91.0,106.0,106.0,15.0,106.0,0,44,0.0,0.0,0.0,4.42,4.47,4.62,4.76,4.76,1.0,0.8,0.0,1.15
1997,2024-09-18,Harry And Susie,2021-09-16,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,2 baths,t,2024-09-18,2024-06-07,2024-08-13,STR-465066,t,1997,53827443,423270067,1.0,0.99,10.0,159.0,2.8,1.1,2.0,1.3,208.5,1.0,365,1.0,8.0,365.0,365.0,3.4,365.0,0,0,4.0,4.0,0.0,4.8,4.8,4.8,4.9,4.8,10.0,0.0,0.0,1.15
